# File: A_demand_base_food_prices.csv
# Title: Base Year Food Prices
# Units: 2005$/Mcal/day
# Description: Base year staple and nonstaple prices
# Source: GCAM Output
# Column types: cccccnn
# ----------
Units,region,gcam-consumer,nodeinput,input,year,value
2005$/Mcal/day,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0417657
2005$/Mcal/day,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0441231
2005$/Mcal/day,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0433531
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.287137
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.287137
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.28545
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.259493
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.248112
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0510511
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0510511
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0497996
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0524772
2005$/Mcal/day,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.054664
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.326043
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.326043
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.276584
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.249561
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.264681
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0343037
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0343037
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0328921
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0292686
2005$/Mcal/day,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0330233
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.316421
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.316421
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.335188
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.299982
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.277175
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0367484
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0367484
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0351936
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0372342
2005$/Mcal/day,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0346706
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.148224
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.148224
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.155235
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.147656
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.143647
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0226963
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0226963
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0222024
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0218787
2005$/Mcal/day,Brazil,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0213125
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.281344
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.281344
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.270202
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.262009
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.251944
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0293177
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0293177
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.026563
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0280629
2005$/Mcal/day,Canada,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.03005
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.249867
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.249867
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.241264
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.203734
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.190567
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0331184
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0331184
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0366597
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0349213
2005$/Mcal/day,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0342061
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.275531
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.275531
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.270391
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.254284
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.246766
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0220503
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0220503
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0234974
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0244156
2005$/Mcal/day,Central Asia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0258825
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.441619
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.441619
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.496844
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.482886
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.483567
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0565825
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0565825
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0599002
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0591629
2005$/Mcal/day,China,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0576068
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.230426
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.230426
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.225835
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.189949
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.178787
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0469317
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0469317
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0393482
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0410432
2005$/Mcal/day,Colombia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0406347
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.213043
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.213043
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.204393
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.193099
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.184238
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0247767
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0247767
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0253666
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0253672
2005$/Mcal/day,EU-12,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0251457
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.28675
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.28675
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.276096
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.258365
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.250836
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0301652
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0301652
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0286063
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0284946
2005$/Mcal/day,EU-15,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0279877
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.153859
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.153859
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.179067
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.180803
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.1669
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0186718
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0186718
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0186748
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0201303
2005$/Mcal/day,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0197781
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.283124
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.283124
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.285882
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.263555
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.26187
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0297035
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0297035
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0302175
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0299182
2005$/Mcal/day,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0295683
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.392168
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.392168
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.346506
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.345721
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.345
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0449004
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0449004
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0412123
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0373649
2005$/Mcal/day,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0328808
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.141714
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.141714
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.144343
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.125018
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.114463
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0296326
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0296326
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0294895
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0295925
2005$/Mcal/day,India,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0292157
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.247082
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.247082
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.283128
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.301339
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.288369
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0628664
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0628664
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0595568
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0602101
2005$/Mcal/day,Indonesia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.059763
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.81536
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.81536
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.692183
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.638663
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.584986
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.130107
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.130107
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.12118
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.119578
2005$/Mcal/day,Japan,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.115136
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.253677
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.253677
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.254762
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.217844
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.211603
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0220235
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0220235
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0226875
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0225081
2005$/Mcal/day,Mexico,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0223988
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.357439
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.357439
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.363189
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.309228
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.2779
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0342099
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0342099
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0358677
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0333094
2005$/Mcal/day,Middle East,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0326746
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.116354
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.116354
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.117772
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.113476
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.111382
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0275043
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0275043
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0275882
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0274272
2005$/Mcal/day,Pakistan,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0272252
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.333554
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.333554
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.273566
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.249381
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.234579
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0229548
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0229548
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0205511
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0229399
2005$/Mcal/day,Russia,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0226783
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.30562
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.30562
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.259694
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.210974
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.196153
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.0203969
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.0203969
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0208254
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0213737
2005$/Mcal/day,South Africa,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0212119
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.649989
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.649989
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.632254
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.548005
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.496352
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.070549
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,1990,0.070549
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2005,0.0847022
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2010,0.0726963
2005$/Mcal/day,South America_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2015,0.0689942
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,0.34987
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,0.34987
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,0.318567
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,0.283198
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,0.269889
2005$/Mcal/day,South America_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,1975,0.033413
